Invoice_ID,Date,Product,Category,Customer,Region,Salesperson,Units_Sold,Unit_Price,Discount,Payment_Method,Sales,Cost,Profit,Month,Quarter,Year
INV-223520,2021-08-08 19:23:03.091006,Bed Sheets,Home & Garden,Customer_9845,South America,Rep_53,7,65.02,0.0,PayPal,455.14,275.73,179.41,8,3,2021
INV-247612,2021-08-08 19:23:03.091006,Action Figure,Toys,Customer_5846,North America,Rep_96,7,25.61,0.15,PayPal,152.38,105.03,47.35,8,3,2021
INV-206886,2021-08-08 19:23:03.091006,Dumbbells Set,Sports,Customer_9886,South America,Rep_22,7,136.65,0.0,Credit Card,956.55,624.41,332.14,8,3,2021
INV-228618,2021-08-08 19:23:03.091006,Football,Sports,Customer_3929,South America,Rep_57,1,22.82,0.05,Credit Card,21.68,11.67,10.01,8,3,2021
INV-202703,2021-08-08 19:23:03.091006,Yoga Mat,Sports,Customer_9954,Oceania,Rep_37,14,15.49,0.15,Bank Transfer,184.33,132.6,51.73,8,3,2021
INV-249350,2021-08-08 19:23:03.091006,Football,Sports,Customer_1460,Europe,Rep_68,3,28.68,0.0,Debit Card,86.04,55.15,30.89,8,3,2021
INV-240431,2021-08-08 19:23:03.091006,Dumbbells Set,Sports,Customer_5973,Asia,Rep_50,6,91.68,0.1,Apple Pay,495.07,329.09,165.98,8,3,2021
INV-244808,2021-08-08 19:23:03.091006,Winter Jacket,Clothing,Customer_8548,South America,Rep_81,7,172.33,0.0,Bank Transfer,1206.31,659.69,546.62,8,3,2021
INV-241036,2021-08-08 19:23:03.091006,Winter Jacket,Clothing,Customer_9852,Oceania,Rep_28,13,111.03,0.15,Bank Transfer,1226.88,977.69,249.19,8,3,2021
INV-234238,2021-08-09 19:23:03.091006,Tennis Racket,Sports,Customer_6631,Europe,Rep_83,9,136.32,0.0,Bank Transfer,1226.88,692.87,534.01,8,3,2021
INV-201220,2021-08-09 19:23:03.091006,Smartphone,Electronics,Customer_8739,Europe,Rep_22,14,624.55,0.15,Apple Pay,7432.14,4663.64,2768.5,8,3,2021
INV-206592,2021-08-09 19:23:03.091006,Puzzle,Toys,Customer_9767,South America,Rep_37,10,18.5,0.0,Bank Transfer,185.0,115.47,69.53,8,3,2021
INV-229424,2021-08-09 19:23:03.091006,Sweater,Clothing,Customer_4189,Oceania,Rep_76,12,66.71,0.0,Debit Card,800.52,535.91,264.61,8,3,2021
INV-207904,2021-08-09 19:23:03.091006,Smartphone,Electronics,Customer_5218,North America,Rep_78,12,942.07,0.2,Debit Card,9043.87,7176.86,1867.01,8,3,2021
INV-204743,2021-08-09 19:23:03.091006,Dumbbells Set,Sports,Customer_8709,South America,Rep_68,4,87.86,0.0,Debit Card,351.44,245.08,106.36,8,3,2021
INV-203378,2021-08-09 19:23:03.091006,Headphones,Electronics,Customer_2875,South America,Rep_93,11,117.12,0.0,Credit Card,1288.32,892.9,395.42,8,3,2021
INV-229411,2021-08-09 19:23:03.091006,Tennis Racket,Sports,Customer_6518,Europe,Rep_67,13,188.88,0.0,PayPal,2455.44,1357.96,1097.48,8,3,2021
INV-220226,2021-08-09 19:23:03.091006,Laptop,Electronics,Customer_9178,Asia,Rep_45,3,1357.46,0.1,Apple Pay,3665.14,2416.14,1249.0,8,3,2021
INV-217450,2021-08-09 19:23:03.091006,Jeans,Clothing,Customer_5905,Oceania,Rep_59,7,74.19,0.05,Credit Card,493.36,340.91,152.45,8,3,2021
INV-205885,2021-08-09 19:23:03.091006,Tennis Racket,Sports,Customer_6100,Oceania,Rep_37,11,110.22,0.05,Credit Card,1151.8,748.97,402.83,8,3,2021
INV-203609,2021-08-09 19:23:03.091006,Laptop,Electronics,Customer_9901,South America,Rep_19,9,1406.91,0.05,Credit Card,12029.08,8449.94,3579.14,8,3,2021
INV-236187,2021-08-09 19:23:03.091006,Smartwatch,Electronics,Customer_5371,North America,Rep_49,4,297.16,0.0,Debit Card,1188.64,699.12,489.52,8,3,2021
INV-243223,2021-08-09 19:23:03.091006,Vacuum Cleaner,Home & Garden,Customer_6357,Asia,Rep_76,11,244.45,0.15,Apple Pay,2285.61,1745.72,539.89,8,3,2021
INV-213784,2021-08-09 19:23:03.091006,Dumbbells Set,Sports,Customer_6725,Oceania,Rep_15,4,132.19,0.0,Bank Transfer,528.76,304.43,224.33,8,3,2021
INV-247956,2021-08-09 19:23:03.091006,Lego Set,Toys,Customer_7269,Europe,Rep_81,12,112.88,0.05,PayPal,1286.83,894.47,392.36,8,3,2021
INV-246119,2021-08-09 19:23:03.091006,Running Shoes,Sports,Customer_6988,Oceania,Rep_20,7,128.87,0.05,Apple Pay,856.99,548.66,308.33,8,3,2021
INV-202906,2021-08-09 19:23:03.091006,Lego Set,Toys,Customer_8956,North America,Rep_69,12,46.61,0.0,Apple Pay,559.32,345.33,213.99,8,3,2021
INV-232326,2021-08-09 19:23:03.091006,Headphones,Electronics,Customer_7173,North America,Rep_87,7,108.28,0.15,Bank Transfer,644.27,379.17,265.1,8,3,2021
INV-247645,2021-08-09 19:23:03.091006,Sweater,Clothing,Customer_4246,Oceania,Rep_77,2,52.11,0.0,PayPal,104.22,59.66,44.56,8,3,2021
INV-223595,2021-08-09 19:23:03.091006,Lego Set,Toys,Customer_6274,North America,Rep_65,9,71.28,0.05,PayPal,609.44,431.61,177.83,8,3,2021
INV-204914,2021-08-09 19:23:03.091006,RC Car,Toys,Customer_2000,South America,Rep_10,10,88.99,0.1,Debit Card,800.91,514.71,286.2,8,3,2021
INV-247151,2021-08-10 19:23:03.091006,Desk Lamp,Home & Garden,Customer_5721,North America,Rep_94,13,22.62,0.0,Apple Pay,294.06,168.13,125.93,8,3,2021
INV-210524,2021-08-10 19:23:03.091006,Jeans,Clothing,Customer_6991,Europe,Rep_17,9,53.01,0.0,Bank Transfer,477.09,273.51,203.58,8,3,2021
INV-207501,2021-08-10 19:23:03.091006,Running Shoes,Sports,Customer_4991,Asia,Rep_74,8,109.86,0.15,Credit Card,747.05,558.5,188.55,8,3,2021
INV-201121,2021-08-10 19:23:03.091006,Board Game,Toys,Customer_6903,Asia,Rep_12,4,21.97,0.0,Debit Card,87.88,44.12,43.76,8,3,2021
INV-216515,2021-08-10 19:23:03.091006,Winter Jacket,Clothing,Customer_6176,South America,Rep_50,13,174.67,0.0,Apple Pay,2270.71,1339.2,931.51,8,3,2021
INV-211297,2021-08-10 19:23:03.091006,Vacuum Cleaner,Home & Garden,Customer_5979,Asia,Rep_93,6,332.73,0.05,Apple Pay,1896.56,1069.98,826.58,8,3,2021
INV-216162,2021-08-10 19:23:03.091006,Yoga Mat,Sports,Customer_3299,South America,Rep_86,9,15.83,0.0,Apple Pay,142.47,87.96,54.51,8,3,2021
INV-234589,2021-08-10 19:23:03.091006,Smartphone,Electronics,Customer_8205,Asia,Rep_94,1,717.92,0.15,Debit Card,610.23,417.35,192.88,8,3,2021
INV-234780,2021-08-10 19:23:03.091006,Tennis Racket,Sports,Customer_9600,Europe,Rep_69,7,168.84,0.05,Bank Transfer,1122.79,813.97,308.82,8,3,2021
INV-202350,2021-08-10 19:23:03.091006,Football,Sports,Customer_8260,South America,Rep_71,3,22.78,0.15,Credit Card,58.09,40.9,17.19,8,3,2021
INV-239442,2021-08-10 19:23:03.091006,Coffee Maker,Home & Garden,Customer_1993,Europe,Rep_41,13,177.69,0.05,PayPal,2194.47,1346.95,847.52,8,3,2021
INV-235438,2021-08-10 19:23:03.091006,Desk Lamp,Home & Garden,Customer_8133,Asia,Rep_51,8,33.3,0.0,Debit Card,266.4,186.22,80.18,8,3,2021
INV-236708,2021-08-10 19:23:03.091006,Smartwatch,Electronics,Customer_1987,Asia,Rep_20,6,308.19,0.1,Debit Card,1664.23,1152.73,511.5,8,3,2021
INV-227839,2021-08-10 19:23:03.091006,Tablet,Electronics,Customer_5980,South America,Rep_26,7,645.78,0.1,PayPal,4068.41,2335.94,1732.47,8,3,2021
INV-224988,2021-08-10 19:23:03.091006,Sneakers,Clothing,Customer_5532,Asia,Rep_14,6,60.72,0.1,Credit Card,327.89,187.72,140.17,8,3,2021
INV-228955,2021-08-10 19:23:03.091006,Smartwatch,Electronics,Customer_8395,Oceania,Rep_75,7,221.52,0.05,PayPal,1473.11,1050.04,423.07,8,3,2021
INV-225457,2021-08-10 19:23:03.091006,Smartwatch,Electronics,Customer_7846,North America,Rep_50,11,351.92,0.0,PayPal,3871.12,2082.82,1788.3,8,3,2021
INV-211627,2021-08-10 19:23:03.091006,RC Car,Toys,Customer_6630,North America,Rep_95,4,90.3,0.05,Apple Pay,343.14,226.63,116.51,8,3,2021
INV-227579,2021-08-10 19:23:03.091006,Lego Set,Toys,Customer_6346,Asia,Rep_73,3,60.27,0.0,Bank Transfer,180.81,97.23,83.58,8,3,2021
INV-203557,2021-08-10 19:23:03.091006,Tablet,Electronics,Customer_1452,Asia,Rep_55,3,696.65,0.0,PayPal,2089.95,1069.79,1020.16,8,3,2021
INV-215846,2021-08-10 19:23:03.091006,Tennis Racket,Sports,Customer_1815,North America,Rep_27,9,106.63,0.1,Debit Card,863.7,627.51,236.19,8,3,2021
INV-232689,2021-08-10 19:23:03.091006,Jeans,Clothing,Customer_8700,Europe,Rep_45,1,62.57,0.05,Apple Pay,59.44,37.88,21.56,8,3,2021
INV-210000,2021-08-10 19:23:03.091006,Board Game,Toys,Customer_4496,North America,Rep_84,2,34.4,0.2,Credit Card,55.04,45.63,9.41,8,3,2021
INV-220251,2021-08-10 19:23:03.091006,T-Shirt,Clothing,Customer_1895,Oceania,Rep_98,2,23.08,0.0,Apple Pay,46.16,26.22,19.94,8,3,2021
INV-243881,2021-08-10 19:23:03.091006,Yoga Mat,Sports,Customer_6314,Europe,Rep_76,13,32.16,0.15,Debit Card,355.37,218.71,136.66,8,3,2021
INV-244452,2021-08-10 19:23:03.091006,Puzzle,Toys,Customer_9003,South America,Rep_94,12,17.65,0.0,Bank Transfer,211.8,145.75,66.05,8,3,2021
INV-249564,2021-08-11 19:23:03.091006,Tennis Racket,Sports,Customer_2000,Asia,Rep_97,3,149.84,0.05,PayPal,427.04,299.3,127.74,8,3,2021
INV-249581,2021-08-11 19:23:03.091006,Smartwatch,Electronics,Customer_9057,Asia,Rep_57,12,326.01,0.0,Bank Transfer,3912.12,2561.12,1351.0,8,3,2021
INV-209503,2021-08-11 19:23:03.091006,Coffee Maker,Home & Garden,Customer_8107,South America,Rep_19,7,95.77,0.0,PayPal,670.39,382.8,287.59,8,3,2021
INV-242212,2021-08-11 19:23:03.091006,Smartphone,Electronics,Customer_7867,North America,Rep_13,14,655.29,0.05,PayPal,8715.36,4911.83,3803.53,8,3,2021
INV-235136,2021-08-11 19:23:03.091006,Desk Lamp,Home & Garden,Customer_5066,Oceania,Rep_55,7,27.07,0.05,PayPal,180.02,94.87,85.15,8,3,2021
INV-218391,2021-08-11 19:23:03.091006,Action Figure,Toys,Customer_8572,North America,Rep_68,2,17.72,0.05,Credit Card,33.67,22.02,11.65,8,3,2021
INV-218412,2021-08-11 19:23:03.091006,Smartwatch,Electronics,Customer_9239,North America,Rep_76,2,297.25,0.0,PayPal,594.5,324.57,269.93,8,3,2021
INV-200730,2021-08-11 19:23:03.091006,Blender,Home & Garden,Customer_7640,Europe,Rep_43,11,83.32,0.0,Apple Pay,916.52,612.69,303.83,8,3,2021
INV-221279,2021-08-11 19:23:03.091006,Puzzle,Toys,Customer_7233,South America,Rep_91,11,11.13,0.2,Bank Transfer,97.94,79.1,18.84,8,3,2021
INV-234866,2021-08-11 19:23:03.091006,Headphones,Electronics,Customer_2342,North America,Rep_71,1,279.04,0.0,Credit Card,279.04,171.51,107.53,8,3,2021
INV-233777,2021-08-11 19:23:03.091006,Blender,Home & Garden,Customer_8560,Asia,Rep_87,9,69.72,0.0,Credit Card,627.48,382.23,245.25,8,3,2021
INV-200808,2021-08-11 19:23:03.091006,Sneakers,Clothing,Customer_5628,Oceania,Rep_32,3,78.15,0.15,Credit Card,199.28,139.19,60.09,8,3,2021
INV-230498,2021-08-11 19:23:03.091006,Action Figure,Toys,Customer_1296,North America,Rep_83,13,19.77,0.1,Apple Pay,231.31,159.57,71.74,8,3,2021
INV-219234,2021-08-11 19:23:03.091006,Vacuum Cleaner,Home & Garden,Customer_1822,Oceania,Rep_27,11,372.27,0.0,Bank Transfer,4094.97,2849.29,1245.68,8,3,2021
INV-239964,2021-08-11 19:23:03.091006,Dumbbells Set,Sports,Customer_9767,Oceania,Rep_75,14,136.8,0.0,Credit Card,1915.2,1014.69,900.51,8,3,2021
INV-208644,2021-08-11 19:23:03.091006,RC Car,Toys,Customer_1692,Oceania,Rep_40,3,45.81,0.1,Credit Card,123.69,83.99,39.7,8,3,2021
INV-211498,2021-08-11 19:23:03.091006,Football,Sports,Customer_9158,Europe,Rep_88,1,26.63,0.0,Debit Card,26.63,14.39,12.24,8,3,2021
INV-237442,2021-08-11 19:23:03.091006,Tablet,Electronics,Customer_6805,Oceania,Rep_12,13,394.1,0.15,Debit Card,4354.8,2678.07,1676.73,8,3,2021
INV-225567,2021-08-11 19:23:03.091006,Headphones,Electronics,Customer_5218,South America,Rep_87,8,116.57,0.15,Apple Pay,792.68,555.98,236.7,8,3,2021
INV-225776,2021-08-11 19:23:03.091006,Sweater,Clothing,Customer_7273,North America,Rep_95,6,71.71,0.0,PayPal,430.26,247.55,182.71,8,3,2021
INV-218188,2021-08-11 19:23:03.091006,Desk Lamp,Home & Garden,Customer_3759,North America,Rep_62,1,37.49,0.0,Credit Card,37.49,22.29,15.2,8,3,2021
INV-246560,2021-08-11 19:23:03.091006,Action Figure,Toys,Customer_7039,South America,Rep_46,10,23.95,0.1,Debit Card,215.55,152.02,63.53,8,3,2021
INV-207718,2021-08-11 19:23:03.091006,Sneakers,Clothing,Customer_1226,Asia,Rep_74,13,148.03,0.1,Bank Transfer,1731.95,1257.09,474.86,8,3,2021
INV-246758,2021-08-11 19:23:03.091006,Action Figure,Toys,Customer_2663,Europe,Rep_27,9,11.01,0.0,Credit Card,99.09,62.24,36.85,8,3,2021
INV-233043,2021-08-11 19:23:03.091006,Smartphone,Electronics,Customer_7240,South America,Rep_71,14,932.37,0.1,Apple Pay,11747.86,8576.71,3171.15,8,3,2021
INV-240730,2021-08-11 19:23:03.091006,Action Figure,Toys,Customer_3773,Europe,Rep_23,13,12.95,0.0,Credit Card,168.35,107.9,60.45,8,3,2021
INV-233370,2021-08-11 19:23:03.091006,Desk Lamp,Home & Garden,Customer_1502,Asia,Rep_80,13,38.49,0.1,Apple Pay,450.33,308.26,142.07,8,3,2021
INV-239765,2021-08-11 19:23:03.091006,Smartphone,Electronics,Customer_2035,North America,Rep_43,6,620.78,0.1,Bank Transfer,3352.21,1993.91,1358.3,8,3,2021
INV-204685,2021-08-12 19:23:03.091006,Vacuum Cleaner,Home & Garden,Customer_5699,Europe,Rep_11,2,138.57,0.0,Bank Transfer,277.14,146.39,130.75,8,3,2021
INV-235363,2021-08-12 19:23:03.091006,Blender,Home & Garden,Customer_1069,Europe,Rep_59,11,96.17,0.05,Credit Card,1004.98,546.53,458.45,8,3,2021
INV-214946,2021-08-12 19:23:03.091006,Football,Sports,Customer_1933,North America,Rep_14,8,25.35,0.2,Credit Card,162.24,113.63,48.61,8,3,2021
INV-220726,2021-08-12 19:23:03.091006,Tennis Racket,Sports,Customer_1592,Oceania,Rep_37,12,88.4,0.05,Credit Card,1007.76,640.18,367.58,8,3,2021
INV-231686,2021-08-12 19:23:03.091006,RC Car,Toys,Customer_2192,South America,Rep_31,3,66.88,0.0,Debit Card,200.64,127.39,73.25,8,3,2021
INV-207771,2021-08-12 19:23:03.091006,Vacuum Cleaner,Home & Garden,Customer_2222,South America,Rep_68,6,217.5,0.0,Debit Card,1305.0,812.57,492.43,8,3,2021
INV-202288,2021-08-12 19:23:03.091006,Jeans,Clothing,Customer_8745,South America,Rep_11,2,57.0,0.0,Apple Pay,114.0,68.89,45.11,8,3,2021
INV-228328,2021-08-12 19:23:03.091006,Coffee Maker,Home & Garden,Customer_6521,North America,Rep_23,7,228.95,0.1,Bank Transfer,1442.38,1081.36,361.02,8,3,2021
INV-249036,2021-08-12 19:23:03.091006,Running Shoes,Sports,Customer_1745,Asia,Rep_35,8,112.26,0.0,PayPal,898.08,510.42,387.66,8,3,2021
INV-235208,2021-08-12 19:23:03.091006,Action Figure,Toys,Customer_2050,Asia,Rep_12,7,16.43,0.05,Debit Card,109.26,65.98,43.28,8,3,2021
INV-211080,2021-08-12 19:23:03.091006,Smartwatch,Electronics,Customer_2748,South America,Rep_41,8,235.11,0.1,Credit Card,1692.79,1310.66,382.13,8,3,2021
INV-206325,2021-08-12 19:23:03.091006,Puzzle,Toys,Customer_8761,South America,Rep_80,2,22.92,0.0,Credit Card,45.84,30.56,15.28,8,3,2021
INV-249161,2021-08-12 19:23:03.091006,Yoga Mat,Sports,Customer_9007,North America,Rep_17,4,26.85,0.05,Apple Pay,102.03,54.34,47.69,8,3,2021
INV-225260,2021-08-12 19:23:03.091006,Bed Sheets,Home & Garden,Customer_6847,North America,Rep_88,13,49.18,0.0,PayPal,639.34,413.85,225.49,8,3,2021
INV-214376,2021-08-12 19:23:03.091006,Sneakers,Clothing,Customer_1830,Oceania,Rep_44,9,140.87,0.2,Bank Transfer,1014.26,635.04,379.22,8,3,2021
INV-209533,2021-08-12 19:23:03.091006,Yoga Mat,Sports,Customer_6047,Europe,Rep_48,3,26.02,0.05,PayPal,74.16,51.14,23.02,8,3,2021
INV-227888,2021-08-12 19:23:03.091006,Action Figure,Toys,Customer_6805,Europe,Rep_23,12,17.73,0.15,PayPal,180.85,110.64,70.21,8,3,2021
INV-216138,2021-08-12 19:23:03.091006,Dumbbells Set,Sports,Customer_4216,South America,Rep_30,6,138.42,0.05,Debit Card,788.99,482.31,306.68,8,3,2021
INV-230323,2021-08-12 19:23:03.091006,Sweater,Clothing,Customer_4768,North America,Rep_33,2,31.87,0.1,PayPal,57.37,42.91,14.46,8,3,2021
INV-230308,2021-08-12 19:23:03.091006,Tennis Racket,Sports,Customer_5602,North America,Rep_47,1,179.46,0.05,Bank Transfer,170.49,123.52,46.97,8,3,2021
INV-245452,2021-08-12 19:23:03.091006,Sneakers,Clothing,Customer_3886,Asia,Rep_81,2,64.5,0.1,Apple Pay,116.1,88.93,27.17,8,3,2021
INV-238229,2021-08-12 19:23:03.091006,Sweater,Clothing,Customer_1177,Asia,Rep_66,3,39.1,0.0,Apple Pay,117.3,72.74,44.56,8,3,2021
INV-215600,2021-08-12 19:23:03.091006,Sweater,Clothing,Customer_6057,North America,Rep_19,10,46.19,0.05,Credit Card,438.8,241.56,197.24,8,3,2021
INV-248910,2021-08-12 19:23:03.091006,Yoga Mat,Sports,Customer_1079,Europe,Rep_40,4,18.25,0.05,Bank Transfer,69.35,40.72,28.63,8,3,2021
INV-226600,2021-08-12 19:23:03.091006,Lego Set,Toys,Customer_7425,North America,Rep_83,14,56.1,0.0,Apple Pay,785.4,423.35,362.05,8,3,2021
INV-247061,2021-08-12 19:23:03.091006,Blender,Home & Garden,Customer_8502,North America,Rep_86,6,72.21,0.05,Debit Card,411.6,285.18,126.42,8,3,2021
INV-240859,2021-08-12 19:23:03.091006,RC Car,Toys,Customer_7913,North America,Rep_98,4,43.0,0.0,Bank Transfer,172.0,111.76,60.24,8,3,2021
INV-242469,2021-08-12 19:23:03.091006,RC Car,Toys,Customer_3423,South America,Rep_33,12,65.28,0.2,PayPal,626.69,443.47,183.22,8,3,2021
INV-218504,2021-08-12 19:23:03.091006,Tablet,Electronics,Customer_2819,Oceania,Rep_61,13,453.25,0.0,Apple Pay,5892.25,3657.56,2234.69,8,3,2021
INV-227168,2021-08-12 19:23:03.091006,RC Car,Toys,Customer_5364,Asia,Rep_56,6,82.43,0.1,PayPal,445.12,323.48,121.64,8,3,2021
INV-213123,2021-08-12 19:23:03.091006,Board Game,Toys,Customer_7775,Europe,Rep_59,14,39.37,0.0,Credit Card,551.18,381.61,169.57,8,3,2021
INV-229197,2021-08-12 19:23:03.091006,Running Shoes,Sports,Customer_2700,Asia,Rep_91,7,116.0,0.0,Debit Card,812.0,489.65,322.35,8,3,2021
INV-207239,2021-08-12 19:23:03.091006,Dumbbells Set,Sports,Customer_9174,North America,Rep_36,2,88.33,0.0,Bank Transfer,176.66,123.18,53.48,8,3,2021
INV-217532,2021-08-12 19:23:03.091006,Board Game,Toys,Customer_4471,South America,Rep_26,1,50.0,0.1,Bank Transfer,45.0,29.97,15.03,8,3,2021
INV-215538,2021-08-12 19:23:03.091006,Winter Jacket,Clothing,Customer_3244,South America,Rep_38,5,116.44,0.0,Apple Pay,582.2,297.93,284.27,8,3,2021
INV-214842,2021-08-13 19:23:03.091006,Tablet,Electronics,Customer_4737,Asia,Rep_33,9,546.85,0.1,Debit Card,4429.49,3277.79,1151.7,8,3,2021
INV-207920,2021-08-13 19:23:03.091006,Football,Sports,Customer_6644,Asia,Rep_78,1,32.22,0.05,Apple Pay,30.61,16.8,13.81,8,3,2021
INV-202634,2021-08-13 19:23:03.091006,RC Car,Toys,Customer_4247,Asia,Rep_73,2,61.51,0.0,Bank Transfer,123.02,81.59,41.43,8,3,2021
INV-216019,2021-08-13 19:23:03.091006,Dumbbells Set,Sports,Customer_8583,North America,Rep_57,9,139.01,0.05,Credit Card,1188.54,704.85,483.69,8,3,2021
INV-224408,2021-08-13 19:23:03.091006,T-Shirt,Clothing,Customer_9287,Asia,Rep_68,13,25.57,0.1,Credit Card,299.17,188.07,111.1,8,3,2021
