Invoice_ID,Date,Product,Category,Customer,Region,Salesperson,Units_Sold,Unit_Price,Discount,Payment_Method,Sales,Cost,Profit,Month,Quarter,Year
INV-230969,2021-08-07 20:58:04.925750,Sweater,Clothing,Customer_1369,Asia,Rep_62,5,54.94,0.0,Apple Pay,274.7,153.07,121.63,8,3,2021
INV-203524,2021-08-07 20:58:04.925750,Yoga Mat,Sports,Customer_2333,South America,Rep_28,13,28.44,0.0,Credit Card,369.72,193.84,175.88,8,3,2021
INV-210849,2021-08-07 20:58:04.925750,Smartwatch,Electronics,Customer_5472,Asia,Rep_14,3,269.52,0.2,Bank Transfer,646.85,547.68,99.17,8,3,2021
INV-241819,2021-08-07 20:58:04.925750,Sweater,Clothing,Customer_6579,Asia,Rep_17,3,65.26,0.1,Apple Pay,176.2,109.4,66.8,8,3,2021
INV-248902,2021-08-07 20:58:04.925750,Board Game,Toys,Customer_8334,South America,Rep_40,11,57.79,0.05,Apple Pay,603.91,335.33,268.58,8,3,2021
INV-224139,2021-08-07 20:58:04.925750,Blender,Home & Garden,Customer_9117,Asia,Rep_40,3,91.34,0.1,Bank Transfer,246.62,170.88,75.74,8,3,2021
INV-225161,2021-08-07 20:58:04.925750,Tennis Racket,Sports,Customer_2956,South America,Rep_61,10,160.21,0.1,PayPal,1441.89,996.94,444.95,8,3,2021
INV-225441,2021-08-07 20:58:04.925750,Jeans,Clothing,Customer_4557,North America,Rep_39,5,80.62,0.0,PayPal,403.1,264.87,138.23,8,3,2021
INV-244647,2021-08-07 20:58:04.925750,Board Game,Toys,Customer_3645,South America,Rep_43,4,48.2,0.2,Debit Card,154.24,114.87,39.37,8,3,2021
INV-247654,2021-08-07 20:58:04.925750,Sweater,Clothing,Customer_7289,Asia,Rep_37,13,41.64,0.0,Debit Card,541.32,290.64,250.68,8,3,2021
INV-230286,2021-08-07 20:58:04.925750,Vacuum Cleaner,Home & Garden,Customer_8791,Asia,Rep_99,1,366.21,0.0,Credit Card,366.21,208.36,157.85,8,3,2021
INV-219261,2021-08-07 20:58:04.925750,Blender,Home & Garden,Customer_8760,Oceania,Rep_61,13,44.57,0.05,Debit Card,550.44,302.65,247.79,8,3,2021
INV-228283,2021-08-07 20:58:04.925750,Lego Set,Toys,Customer_6784,Asia,Rep_51,4,64.92,0.0,Debit Card,259.68,180.72,78.96,8,3,2021
INV-218227,2021-08-07 20:58:04.925750,Tennis Racket,Sports,Customer_8638,Oceania,Rep_26,4,164.63,0.0,Debit Card,658.52,360.45,298.07,8,3,2021
INV-212192,2021-08-07 20:58:04.925750,Dumbbells Set,Sports,Customer_4417,Oceania,Rep_15,4,76.26,0.1,PayPal,274.54,162.19,112.35,8,3,2021
INV-217088,2021-08-07 20:58:04.925750,Coffee Maker,Home & Garden,Customer_2874,Asia,Rep_98,13,90.07,0.0,Bank Transfer,1170.91,653.15,517.76,8,3,2021
INV-245082,2021-08-07 20:58:04.925750,Yoga Mat,Sports,Customer_3063,Oceania,Rep_73,14,23.16,0.0,Bank Transfer,324.24,197.8,126.44,8,3,2021
INV-209072,2021-08-07 20:58:04.925750,Coffee Maker,Home & Garden,Customer_7450,Asia,Rep_75,14,205.76,0.0,Bank Transfer,2880.64,1758.2,1122.44,8,3,2021
INV-233619,2021-08-07 20:58:04.925750,Smartphone,Electronics,Customer_8237,Oceania,Rep_82,13,782.03,0.0,PayPal,10166.39,6086.58,4079.81,8,3,2021
INV-217411,2021-08-07 20:58:04.925750,Blender,Home & Garden,Customer_4161,Europe,Rep_49,6,70.62,0.0,PayPal,423.72,228.6,195.12,8,3,2021
INV-235877,2021-08-07 20:58:04.925750,Vacuum Cleaner,Home & Garden,Customer_5362,Oceania,Rep_45,1,191.91,0.1,PayPal,172.72,106.03,66.69,8,3,2021
INV-200444,2021-08-07 20:58:04.925750,Football,Sports,Customer_8418,Europe,Rep_93,12,25.39,0.1,Apple Pay,274.21,167.88,106.33,8,3,2021
INV-241007,2021-08-07 20:58:04.925750,Jeans,Clothing,Customer_2881,South America,Rep_34,4,61.42,0.15,Apple Pay,208.83,125.09,83.74,8,3,2021
INV-203812,2021-08-07 20:58:04.925750,RC Car,Toys,Customer_7825,Asia,Rep_96,14,93.91,0.05,Bank Transfer,1249.0,848.25,400.75,8,3,2021
INV-234297,2021-08-07 20:58:04.925750,Vacuum Cleaner,Home & Garden,Customer_1105,Oceania,Rep_87,5,239.3,0.0,Apple Pay,1196.5,789.37,407.13,8,3,2021
INV-208414,2021-08-07 20:58:04.925750,Sweater,Clothing,Customer_1689,Oceania,Rep_67,5,54.72,0.05,Debit Card,259.92,186.53,73.39,8,3,2021
INV-232511,2021-08-07 20:58:04.925750,Puzzle,Toys,Customer_2616,Asia,Rep_87,7,10.32,0.2,Bank Transfer,57.79,43.0,14.79,8,3,2021
INV-212375,2021-08-07 20:58:04.925750,Action Figure,Toys,Customer_8189,Asia,Rep_45,5,22.09,0.1,Apple Pay,99.4,72.96,26.44,8,3,2021
INV-226598,2021-08-08 20:58:04.925750,Dumbbells Set,Sports,Customer_7100,South America,Rep_70,7,112.29,0.0,PayPal,786.03,435.37,350.66,8,3,2021
INV-218518,2021-08-08 20:58:04.925750,Running Shoes,Sports,Customer_1845,North America,Rep_64,9,112.03,0.1,Apple Pay,907.44,518.93,388.51,8,3,2021
INV-203248,2021-08-08 20:58:04.925750,Sneakers,Clothing,Customer_8249,South America,Rep_69,12,64.86,0.0,Apple Pay,778.32,477.38,300.94,8,3,2021
INV-232704,2021-08-08 20:58:04.925750,Bed Sheets,Home & Garden,Customer_2800,Oceania,Rep_35,4,47.99,0.0,Apple Pay,191.96,96.28,95.68,8,3,2021
INV-247430,2021-08-08 20:58:04.925750,Football,Sports,Customer_3125,South America,Rep_28,12,15.41,0.05,PayPal,175.67,96.29,79.38,8,3,2021
INV-248459,2021-08-08 20:58:04.925750,Running Shoes,Sports,Customer_9906,North America,Rep_88,7,103.28,0.1,Apple Pay,650.66,485.41,165.25,8,3,2021
INV-246542,2021-08-08 20:58:04.925750,Blender,Home & Garden,Customer_9096,Oceania,Rep_58,2,51.9,0.0,Apple Pay,103.8,56.46,47.34,8,3,2021
INV-240666,2021-08-08 20:58:04.925750,RC Car,Toys,Customer_6943,Europe,Rep_65,8,97.31,0.05,PayPal,739.56,454.36,285.2,8,3,2021
INV-232447,2021-08-08 20:58:04.925750,RC Car,Toys,Customer_6931,South America,Rep_41,9,96.08,0.1,Debit Card,778.25,605.16,173.09,8,3,2021
INV-248868,2021-08-08 20:58:04.925750,Dumbbells Set,Sports,Customer_2836,Asia,Rep_55,7,137.79,0.0,Bank Transfer,964.53,527.31,437.22,8,3,2021
INV-247682,2021-08-08 20:58:04.925750,Sneakers,Clothing,Customer_8272,Asia,Rep_38,10,143.79,0.0,Debit Card,1437.9,957.39,480.51,8,3,2021
INV-230172,2021-08-08 20:58:04.925750,Bed Sheets,Home & Garden,Customer_2364,South America,Rep_91,4,54.73,0.05,Bank Transfer,207.97,141.6,66.37,8,3,2021
INV-229150,2021-08-08 20:58:04.925750,Running Shoes,Sports,Customer_5592,North America,Rep_41,4,72.86,0.15,Apple Pay,247.72,180.33,67.39,8,3,2021
INV-218348,2021-08-08 20:58:04.925750,Puzzle,Toys,Customer_9173,South America,Rep_29,10,12.79,0.0,Bank Transfer,127.9,74.57,53.33,8,3,2021
INV-206605,2021-08-08 20:58:04.925750,Football,Sports,Customer_7782,South America,Rep_91,6,18.38,0.0,PayPal,110.28,62.82,47.46,8,3,2021
INV-232232,2021-08-08 20:58:04.925750,T-Shirt,Clothing,Customer_6244,South America,Rep_96,8,17.71,0.0,Credit Card,141.68,75.37,66.31,8,3,2021
INV-235066,2021-08-08 20:58:04.925750,Sneakers,Clothing,Customer_9157,Oceania,Rep_41,3,140.1,0.0,Credit Card,420.3,264.14,156.16,8,3,2021
INV-210693,2021-08-08 20:58:04.925750,Headphones,Electronics,Customer_2594,Oceania,Rep_41,8,124.72,0.0,PayPal,997.76,553.97,443.79,8,3,2021
INV-222595,2021-08-08 20:58:04.925750,Puzzle,Toys,Customer_5397,Oceania,Rep_48,11,17.0,0.0,Credit Card,187.0,122.0,65.0,8,3,2021
INV-243374,2021-08-08 20:58:04.925750,Laptop,Electronics,Customer_7912,Europe,Rep_58,2,1216.24,0.1,Credit Card,2189.23,1580.45,608.78,8,3,2021
INV-239735,2021-08-08 20:58:04.925750,T-Shirt,Clothing,Customer_2169,Asia,Rep_29,3,32.25,0.0,Apple Pay,96.75,54.36,42.39,8,3,2021
INV-208298,2021-08-08 20:58:04.925750,Dumbbells Set,Sports,Customer_3609,South America,Rep_20,10,122.71,0.0,PayPal,1227.1,620.55,606.55,8,3,2021
INV-202471,2021-08-09 20:58:04.925750,Action Figure,Toys,Customer_9287,Oceania,Rep_55,13,12.79,0.05,Credit Card,157.96,93.8,64.16,8,3,2021
INV-200191,2021-08-09 20:58:04.925750,Puzzle,Toys,Customer_8461,Europe,Rep_21,8,11.02,0.1,Apple Pay,79.34,59.35,19.99,8,3,2021
INV-205966,2021-08-09 20:58:04.925750,Smartwatch,Electronics,Customer_1895,South America,Rep_59,3,210.98,0.0,Credit Card,632.94,434.86,198.08,8,3,2021
INV-208530,2021-08-09 20:58:04.925750,Dumbbells Set,Sports,Customer_2481,North America,Rep_73,12,55.1,0.1,PayPal,595.08,447.9,147.18,8,3,2021
INV-246359,2021-08-09 20:58:04.925750,Bed Sheets,Home & Garden,Customer_9535,North America,Rep_84,10,76.57,0.05,Apple Pay,727.41,479.81,247.6,8,3,2021
INV-209761,2021-08-09 20:58:04.925750,Running Shoes,Sports,Customer_6111,South America,Rep_31,2,135.24,0.0,PayPal,270.48,169.94,100.54,8,3,2021
INV-220522,2021-08-09 20:58:04.925750,Bed Sheets,Home & Garden,Customer_4966,South America,Rep_56,9,55.34,0.0,Debit Card,498.06,250.83,247.23,8,3,2021
INV-206891,2021-08-09 20:58:04.925750,Sweater,Clothing,Customer_2566,Oceania,Rep_62,5,53.34,0.2,PayPal,213.36,182.83,30.53,8,3,2021
INV-219017,2021-08-09 20:58:04.925750,Sneakers,Clothing,Customer_8049,North America,Rep_33,13,121.78,0.0,PayPal,1583.14,1094.43,488.71,8,3,2021
INV-238555,2021-08-09 20:58:04.925750,Sweater,Clothing,Customer_3695,North America,Rep_21,7,37.03,0.15,Debit Card,220.33,152.47,67.86,8,3,2021
INV-213412,2021-08-09 20:58:04.925750,Jeans,Clothing,Customer_4986,South America,Rep_94,8,57.43,0.0,PayPal,459.44,292.42,167.02,8,3,2021
INV-230833,2021-08-09 20:58:04.925750,Coffee Maker,Home & Garden,Customer_9466,South America,Rep_47,7,165.21,0.0,PayPal,1156.47,645.38,511.09,8,3,2021
INV-234195,2021-08-09 20:58:04.925750,Tennis Racket,Sports,Customer_9084,Europe,Rep_22,13,160.26,0.0,Bank Transfer,2083.38,1357.0,726.38,8,3,2021
INV-245234,2021-08-09 20:58:04.925750,Dumbbells Set,Sports,Customer_8515,Asia,Rep_56,8,126.93,0.15,Bank Transfer,863.12,695.51,167.61,8,3,2021
INV-226935,2021-08-09 20:58:04.925750,Jeans,Clothing,Customer_2607,Oceania,Rep_87,1,71.13,0.05,Bank Transfer,67.57,43.01,24.56,8,3,2021
INV-217888,2021-08-09 20:58:04.925750,Winter Jacket,Clothing,Customer_1380,Asia,Rep_80,7,86.48,0.05,Bank Transfer,575.09,421.9,153.19,8,3,2021
INV-234412,2021-08-09 20:58:04.925750,Board Game,Toys,Customer_9803,Europe,Rep_44,5,36.13,0.0,Credit Card,180.65,111.52,69.13,8,3,2021
INV-204651,2021-08-09 20:58:04.925750,Vacuum Cleaner,Home & Garden,Customer_3157,Oceania,Rep_70,8,290.47,0.2,Debit Card,1859.01,1575.96,283.05,8,3,2021
INV-234672,2021-08-09 20:58:04.925750,Board Game,Toys,Customer_6756,North America,Rep_28,4,33.34,0.15,Credit Card,113.36,90.27,23.09,8,3,2021
INV-210808,2021-08-09 20:58:04.925750,T-Shirt,Clothing,Customer_3531,South America,Rep_73,9,29.45,0.0,Debit Card,265.05,181.27,83.78,8,3,2021
INV-249629,2021-08-09 20:58:04.925750,Dumbbells Set,Sports,Customer_9323,South America,Rep_67,4,147.45,0.0,Credit Card,589.8,336.18,253.62,8,3,2021
INV-217171,2021-08-09 20:58:04.925750,Smartwatch,Electronics,Customer_4974,North America,Rep_72,5,316.25,0.0,Debit Card,1581.25,900.46,680.79,8,3,2021
INV-214886,2021-08-09 20:58:04.925750,Headphones,Electronics,Customer_3480,Europe,Rep_24,14,97.17,0.0,Apple Pay,1360.38,908.02,452.36,8,3,2021
INV-207609,2021-08-09 20:58:04.925750,RC Car,Toys,Customer_6416,Oceania,Rep_57,7,62.61,0.1,Apple Pay,394.44,290.64,103.8,8,3,2021
INV-224558,2021-08-10 20:58:04.925750,Tablet,Electronics,Customer_1780,Europe,Rep_61,8,533.14,0.05,Credit Card,4051.86,2975.59,1076.27,8,3,2021
INV-231806,2021-08-10 20:58:04.925750,Dumbbells Set,Sports,Customer_3521,Asia,Rep_39,13,92.06,0.0,Credit Card,1196.78,813.02,383.76,8,3,2021
INV-238073,2021-08-10 20:58:04.925750,Running Shoes,Sports,Customer_2252,North America,Rep_45,3,103.71,0.0,Debit Card,311.13,211.11,100.02,8,3,2021
INV-211638,2021-08-10 20:58:04.925750,Winter Jacket,Clothing,Customer_4734,North America,Rep_91,1,109.19,0.05,Credit Card,103.73,61.01,42.72,8,3,2021
INV-249313,2021-08-10 20:58:04.925750,Dumbbells Set,Sports,Customer_6112,Asia,Rep_90,7,90.25,0.0,Credit Card,631.75,373.25,258.5,8,3,2021
INV-207368,2021-08-10 20:58:04.925750,Laptop,Electronics,Customer_2105,Europe,Rep_26,7,1017.5,0.0,Apple Pay,7122.5,4369.29,2753.21,8,3,2021
INV-201911,2021-08-10 20:58:04.925750,Smartwatch,Electronics,Customer_6889,Europe,Rep_89,9,279.38,0.0,Credit Card,2514.42,1274.41,1240.01,8,3,2021
INV-249144,2021-08-10 20:58:04.925750,Coffee Maker,Home & Garden,Customer_4501,Asia,Rep_67,11,107.17,0.0,Bank Transfer,1178.87,751.09,427.78,8,3,2021
INV-204112,2021-08-10 20:58:04.925750,Smartphone,Electronics,Customer_1880,Oceania,Rep_62,4,906.27,0.0,PayPal,3625.08,2024.31,1600.77,8,3,2021
INV-227783,2021-08-10 20:58:04.925750,Tablet,Electronics,Customer_5154,South America,Rep_67,2,370.9,0.05,PayPal,704.71,515.9,188.81,8,3,2021
INV-229735,2021-08-10 20:58:04.925750,Desk Lamp,Home & Garden,Customer_7797,North America,Rep_39,1,46.89,0.0,Bank Transfer,46.89,29.73,17.16,8,3,2021
INV-214602,2021-08-10 20:58:04.925750,Sweater,Clothing,Customer_1554,Asia,Rep_53,7,57.89,0.0,Bank Transfer,405.23,213.24,191.99,8,3,2021
INV-214483,2021-08-10 20:58:04.925750,Dumbbells Set,Sports,Customer_1815,Oceania,Rep_85,6,123.17,0.1,PayPal,665.12,431.63,233.49,8,3,2021
INV-240555,2021-08-10 20:58:04.925750,Laptop,Electronics,Customer_5860,Oceania,Rep_18,7,1179.29,0.0,Debit Card,8255.03,5163.43,3091.6,8,3,2021
INV-207449,2021-08-10 20:58:04.925750,Lego Set,Toys,Customer_3675,North America,Rep_25,1,63.27,0.1,Debit Card,56.94,38.0,18.94,8,3,2021
INV-240687,2021-08-10 20:58:04.925750,Blender,Home & Garden,Customer_5833,Oceania,Rep_55,11,67.55,0.0,Apple Pay,743.05,409.13,333.92,8,3,2021
INV-236432,2021-08-10 20:58:04.925750,Dumbbells Set,Sports,Customer_5522,Europe,Rep_14,8,118.83,0.15,PayPal,808.04,593.33,214.71,8,3,2021
INV-243273,2021-08-10 20:58:04.925750,Smartphone,Electronics,Customer_1777,Oceania,Rep_55,14,837.26,0.15,Credit Card,9963.39,6429.43,3533.96,8,3,2021
INV-212757,2021-08-10 20:58:04.925750,Vacuum Cleaner,Home & Garden,Customer_2192,North America,Rep_73,12,180.34,0.1,Debit Card,1947.67,1168.39,779.28,8,3,2021
INV-231015,2021-08-10 20:58:04.925750,Sneakers,Clothing,Customer_6648,Europe,Rep_42,6,113.6,0.1,Bank Transfer,613.44,450.16,163.28,8,3,2021
INV-212285,2021-08-10 20:58:04.925750,Jeans,Clothing,Customer_1340,South America,Rep_64,10,73.59,0.0,Apple Pay,735.9,460.51,275.39,8,3,2021
INV-202850,2021-08-10 20:58:04.925750,Football,Sports,Customer_6608,North America,Rep_65,13,34.25,0.0,Credit Card,445.25,246.7,198.55,8,3,2021
INV-226123,2021-08-10 20:58:04.925750,Tennis Racket,Sports,Customer_5184,South America,Rep_71,7,148.73,0.0,Debit Card,1041.11,584.8,456.31,8,3,2021
INV-202715,2021-08-10 20:58:04.925750,Lego Set,Toys,Customer_2415,Asia,Rep_62,7,67.97,0.1,Debit Card,428.21,324.94,103.27,8,3,2021
INV-247455,2021-08-10 20:58:04.925750,Smartwatch,Electronics,Customer_9718,Europe,Rep_41,8,209.42,0.05,PayPal,1591.59,857.21,734.38,8,3,2021
INV-213049,2021-08-10 20:58:04.925750,Coffee Maker,Home & Garden,Customer_7193,North America,Rep_45,14,82.26,0.05,Apple Pay,1094.06,595.02,499.04,8,3,2021
INV-236821,2021-08-10 20:58:04.925750,T-Shirt,Clothing,Customer_5770,Oceania,Rep_11,5,23.32,0.0,Apple Pay,116.6,80.19,36.41,8,3,2021
INV-233773,2021-08-10 20:58:04.925750,Smartphone,Electronics,Customer_3854,Europe,Rep_31,14,989.35,0.0,Credit Card,13850.9,9627.25,4223.65,8,3,2021
INV-202937,2021-08-10 20:58:04.925750,Sneakers,Clothing,Customer_4719,Oceania,Rep_87,7,117.78,0.0,Credit Card,824.46,496.94,327.52,8,3,2021
INV-202868,2021-08-10 20:58:04.925750,Puzzle,Toys,Customer_7770,South America,Rep_46,8,15.13,0.0,PayPal,121.04,82.13,38.91,8,3,2021
INV-213573,2021-08-10 20:58:04.925750,Lego Set,Toys,Customer_7803,Oceania,Rep_65,7,30.89,0.0,Debit Card,216.23,130.51,85.72,8,3,2021
INV-232934,2021-08-10 20:58:04.925750,Yoga Mat,Sports,Customer_4925,Asia,Rep_77,7,32.16,0.1,Credit Card,202.61,139.96,62.65,8,3,2021
INV-223434,2021-08-10 20:58:04.925750,Laptop,Electronics,Customer_9807,South America,Rep_65,11,847.75,0.05,Apple Pay,8858.99,6473.08,2385.91,8,3,2021
INV-212689,2021-08-10 20:58:04.925750,Yoga Mat,Sports,Customer_2581,Oceania,Rep_44,3,21.23,0.15,Apple Pay,54.14,35.97,18.17,8,3,2021
INV-218964,2021-08-10 20:58:04.925750,Smartphone,Electronics,Customer_7094,South America,Rep_15,12,958.17,0.1,Debit Card,10348.24,7909.09,2439.15,8,3,2021
INV-225205,2021-08-10 20:58:04.925750,Bed Sheets,Home & Garden,Customer_9480,South America,Rep_54,11,52.36,0.2,PayPal,460.77,293.62,167.15,8,3,2021
INV-240035,2021-08-10 20:58:04.925750,Bed Sheets,Home & Garden,Customer_3688,North America,Rep_25,1,79.47,0.2,PayPal,63.58,44.44,19.14,8,3,2021
INV-205577,2021-08-10 20:58:04.925750,Tablet,Electronics,Customer_9552,Oceania,Rep_36,6,582.66,0.0,Apple Pay,3495.96,1951.84,1544.12,8,3,2021
INV-220201,2021-08-10 20:58:04.925750,Vacuum Cleaner,Home & Garden,Customer_6190,Asia,Rep_54,9,342.32,0.15,Apple Pay,2618.75,2037.66,581.09,8,3,2021
INV-214153,2021-08-10 20:58:04.925750,Vacuum Cleaner,Home & Garden,Customer_5548,Oceania,Rep_91,9,388.74,0.0,Bank Transfer,3498.66,2447.9,1050.76,8,3,2021
INV-229476,2021-08-10 20:58:04.925750,Headphones,Electronics,Customer_5747,North America,Rep_55,12,84.81,0.0,Debit Card,1017.72,554.82,462.9,8,3,2021
INV-219468,2021-08-10 20:58:04.925750,Sweater,Clothing,Customer_1297,Asia,Rep_30,4,51.31,0.0,Apple Pay,205.24,124.39,80.85,8,3,2021
INV-232591,2021-08-10 20:58:04.925750,Smartphone,Electronics,Customer_3549,Europe,Rep_58,7,593.85,0.05,Bank Transfer,3949.1,2217.47,1731.63,8,3,2021
INV-207267,2021-08-10 20:58:04.925750,Action Figure,Toys,Customer_1144,North America,Rep_98,7,12.76,0.0,Debit Card,89.32,56.25,33.07,8,3,2021
INV-230890,2021-08-10 20:58:04.925750,Board Game,Toys,Customer_6128,Europe,Rep_54,6,41.52,0.0,Apple Pay,249.12,131.08,118.04,8,3,2021
INV-235400,2021-08-11 20:58:04.925750,Jeans,Clothing,Customer_3569,Asia,Rep_19,2,49.81,0.0,Credit Card,99.62,57.2,42.42,8,3,2021
INV-208398,2021-08-11 20:58:04.925750,Lego Set,Toys,Customer_6733,North America,Rep_94,13,113.08,0.0,PayPal,1470.04,1013.76,456.28,8,3,2021
INV-202635,2021-08-11 20:58:04.925750,Sneakers,Clothing,Customer_6884,Asia,Rep_59,3,88.62,0.05,Apple Pay,252.57,153.89,98.68,8,3,2021
INV-219047,2021-08-11 20:58:04.925750,Sneakers,Clothing,Customer_6737,Asia,Rep_12,1,141.46,0.0,Apple Pay,141.46,83.84,57.62,8,3,2021
INV-220253,2021-08-11 20:58:04.925750,RC Car,Toys,Customer_1552,Asia,Rep_49,13,46.45,0.0,Credit Card,603.85,317.39,286.46,8,3,2021
INV-213630,2021-08-11 20:58:04.925750,Coffee Maker,Home & Garden,Customer_9009,Asia,Rep_48,8,54.56,0.1,Apple Pay,392.83,235.11,157.72,8,3,2021
INV-227398,2021-08-11 20:58:04.925750,Winter Jacket,Clothing,Customer_7943,Europe,Rep_64,5,119.51,0.05,Apple Pay,567.67,340.13,227.54,8,3,2021
INV-204253,2021-08-11 20:58:04.925750,Puzzle,Toys,Customer_9067,Oceania,Rep_48,7,19.96,0.0,Credit Card,139.72,70.08,69.64,8,3,2021
INV-224860,2021-08-11 20:58:04.925750,Sweater,Clothing,Customer_2297,Asia,Rep_50,8,48.29,0.1,Apple Pay,347.69,233.5,114.19,8,3,2021
INV-227564,2021-08-11 20:58:04.925750,RC Car,Toys,Customer_7184,Europe,Rep_33,5,93.16,0.1,Credit Card,419.22,311.66,107.56,8,3,2021
INV-212175,2021-08-11 20:58:04.925750,Puzzle,Toys,Customer_5198,Oceania,Rep_54,11,15.55,0.1,PayPal,153.95,108.4,45.55,8,3,2021
INV-233867,2021-08-11 20:58:04.925750,Action Figure,Toys,Customer_8953,North America,Rep_89,6,10.37,0.0,PayPal,62.22,36.74,25.48,8,3,2021
INV-230705,2021-08-11 20:58:04.925750,RC Car,Toys,Customer_5508,North America,Rep_86,12,73.61,0.1,Credit Card,794.99,487.67,307.32,8,3,2021
INV-223358,2021-08-11 20:58:04.925750,Tablet,Electronics,Customer_7477,South America,Rep_83,13,597.76,0.15,Debit Card,6605.25,4916.73,1688.52,8,3,2021
INV-243466,2021-08-11 20:58:04.925750,Sweater,Clothing,Customer_1428,Europe,Rep_78,9,60.63,0.0,Credit Card,545.67,379.24,166.43,8,3,2021
INV-229249,2021-08-11 20:58:04.925750,Football,Sports,Customer_4702,Europe,Rep_95,1,19.03,0.0,PayPal,19.03,12.18,6.85,8,3,2021
INV-233226,2021-08-11 20:58:04.925750,Lego Set,Toys,Customer_1492,Asia,Rep_50,10,93.65,0.0,Bank Transfer,936.5,545.85,390.65,8,3,2021
INV-203463,2021-08-11 20:58:04.925750,Puzzle,Toys,Customer_6460,Oceania,Rep_45,11,22.47,0.05,Bank Transfer,234.81,127.95,106.86,8,3,2021
INV-240724,2021-08-11 20:58:04.925750,Yoga Mat,Sports,Customer_4496,Asia,Rep_67,13,33.88,0.05,PayPal,418.42,282.63,135.79,8,3,2021
INV-206588,2021-08-11 20:58:04.925750,Action Figure,Toys,Customer_6946,Europe,Rep_10,8,29.93,0.05,Credit Card,227.47,151.11,76.36,8,3,2021
INV-242725,2021-08-11 20:58:04.925750,Headphones,Electronics,Customer_6171,Oceania,Rep_88,14,124.2,0.05,Debit Card,1651.86,959.2,692.66,8,3,2021
INV-211305,2021-08-11 20:58:04.925750,Vacuum Cleaner,Home & Garden,Customer_5449,Oceania,Rep_92,8,372.15,0.0,Bank Transfer,2977.2,1838.16,1139.04,8,3,2021
INV-205890,2021-08-11 20:58:04.925750,Smartphone,Electronics,Customer_5151,Asia,Rep_49,5,896.35,0.15,Debit Card,3809.49,2735.83,1073.66,8,3,2021
INV-205679,2021-08-11 20:58:04.925750,Smartwatch,Electronics,Customer_8055,Oceania,Rep_89,4,315.76,0.0,Debit Card,1263.04,858.33,404.71,8,3,2021
INV-219223,2021-08-11 20:58:04.925750,Smartwatch,Electronics,Customer_2139,Oceania,Rep_47,6,256.8,0.0,Bank Transfer,1540.8,773.76,767.04,8,3,2021
INV-219456,2021-08-11 20:58:04.925750,Sneakers,Clothing,Customer_7812,Europe,Rep_23,7,145.95,0.05,Debit Card,970.57,636.23,334.34,8,3,2021
INV-228868,2021-08-11 20:58:04.925750,Jeans,Clothing,Customer_9596,Europe,Rep_89,3,86.67,0.05,Debit Card,247.01,132.31,114.7,8,3,2021
INV-225273,2021-08-12 20:58:04.925750,Yoga Mat,Sports,Customer_2139,Oceania,Rep_86,12,37.9,0.0,Apple Pay,454.8,255.0,199.8,8,3,2021
INV-225310,2021-08-12 20:58:04.925750,Coffee Maker,Home & Garden,Customer_8374,North America,Rep_86,3,246.55,0.15,Bank Transfer,628.7,431.49,197.21,8,3,2021
INV-225204,2021-08-12 20:58:04.925750,Puzzle,Toys,Customer_8573,Oceania,Rep_71,3,21.99,0.15,Bank Transfer,56.07,36.84,19.23,8,3,2021
