Invoice_ID,Date,Product,Category,Customer,Region,Salesperson,Units_Sold,Unit_Price,Discount,Payment_Method,Sales,Cost,Profit,Month,Quarter,Year
INV-244667,2021-08-09 18:47:25.438077,Smartphone,Electronics,Customer_5251,Oceania,Rep_36,11,953.69,0.05,PayPal,9966.06,7212.75,2753.31,8,3,2021
INV-208415,2021-08-09 18:47:25.438077,Puzzle,Toys,Customer_9546,Asia,Rep_43,12,20.16,0.1,Apple Pay,217.73,129.3,88.43,8,3,2021
INV-225694,2021-08-09 18:47:25.438077,Action Figure,Toys,Customer_8815,Asia,Rep_25,3,21.98,0.0,PayPal,65.94,45.14,20.8,8,3,2021
INV-213198,2021-08-09 18:47:25.438077,Blender,Home & Garden,Customer_1696,North America,Rep_74,8,89.34,0.05,Credit Card,678.98,466.05,212.93,8,3,2021
INV-229364,2021-08-09 18:47:25.438077,Smartwatch,Electronics,Customer_1339,Asia,Rep_45,11,266.85,0.15,PayPal,2495.05,1562.41,932.64,8,3,2021
INV-213623,2021-08-09 18:47:25.438077,Winter Jacket,Clothing,Customer_6318,South America,Rep_77,9,182.57,0.0,Credit Card,1643.13,987.05,656.08,8,3,2021
INV-222915,2021-08-09 18:47:25.438077,Desk Lamp,Home & Garden,Customer_1556,Europe,Rep_65,3,48.82,0.15,Debit Card,124.49,93.39,31.1,8,3,2021
INV-210071,2021-08-09 18:47:25.438077,Desk Lamp,Home & Garden,Customer_1537,Europe,Rep_75,14,35.75,0.05,PayPal,475.48,293.61,181.87,8,3,2021
INV-249778,2021-08-09 18:47:25.438077,Blender,Home & Garden,Customer_5354,Asia,Rep_49,14,53.17,0.0,Bank Transfer,744.38,452.68,291.7,8,3,2021
INV-209298,2021-08-09 18:47:25.438077,Tennis Racket,Sports,Customer_7165,Oceania,Rep_19,2,98.49,0.15,PayPal,167.43,133.89,33.54,8,3,2021
INV-200971,2021-08-09 18:47:25.438077,T-Shirt,Clothing,Customer_8635,North America,Rep_77,11,32.21,0.1,Apple Pay,318.88,217.12,101.76,8,3,2021
INV-218670,2021-08-09 18:47:25.438077,T-Shirt,Clothing,Customer_6814,Oceania,Rep_27,5,34.76,0.0,Debit Card,173.8,117.82,55.98,8,3,2021
INV-244796,2021-08-09 18:47:25.438077,Running Shoes,Sports,Customer_4416,North America,Rep_86,2,107.32,0.15,Apple Pay,182.44,113.18,69.26,8,3,2021
INV-242373,2021-08-09 18:47:25.438077,Smartphone,Electronics,Customer_6033,North America,Rep_42,11,544.7,0.05,Debit Card,5692.12,3090.03,2602.09,8,3,2021
INV-249337,2021-08-09 18:47:25.438077,Board Game,Toys,Customer_5754,North America,Rep_59,10,55.16,0.0,Debit Card,551.6,302.37,249.23,8,3,2021
INV-205795,2021-08-09 18:47:25.438077,Jeans,Clothing,Customer_8206,Oceania,Rep_83,9,43.64,0.2,Credit Card,314.21,263.26,50.95,8,3,2021
INV-206460,2021-08-09 18:47:25.438077,Sneakers,Clothing,Customer_2049,Europe,Rep_56,8,87.1,0.2,Bank Transfer,557.44,478.31,79.13,8,3,2021
INV-243241,2021-08-09 18:47:25.438077,Puzzle,Toys,Customer_3083,Asia,Rep_70,12,13.34,0.05,Apple Pay,152.08,85.03,67.05,8,3,2021
INV-236765,2021-08-09 18:47:25.438077,Board Game,Toys,Customer_6834,South America,Rep_74,9,30.49,0.0,Credit Card,274.41,147.16,127.25,8,3,2021
INV-247263,2021-08-09 18:47:25.438077,Coffee Maker,Home & Garden,Customer_1804,South America,Rep_74,5,118.54,0.05,Apple Pay,563.07,340.97,222.1,8,3,2021
INV-217393,2021-08-09 18:47:25.438077,Sweater,Clothing,Customer_9615,Europe,Rep_64,2,75.14,0.0,Bank Transfer,150.28,83.69,66.59,8,3,2021
INV-235637,2021-08-10 18:47:25.438077,Tennis Racket,Sports,Customer_4224,Asia,Rep_56,7,84.9,0.05,PayPal,564.58,408.56,156.02,8,3,2021
INV-200441,2021-08-10 18:47:25.438077,Puzzle,Toys,Customer_1284,North America,Rep_70,1,22.65,0.0,Debit Card,22.65,14.17,8.48,8,3,2021
INV-213963,2021-08-10 18:47:25.438077,Football,Sports,Customer_6958,Oceania,Rep_31,7,31.25,0.0,PayPal,218.75,128.01,90.74,8,3,2021
INV-246773,2021-08-10 18:47:25.438077,Laptop,Electronics,Customer_9136,North America,Rep_34,8,853.34,0.0,Apple Pay,6826.72,4155.68,2671.04,8,3,2021
INV-221834,2021-08-10 18:47:25.438077,Puzzle,Toys,Customer_6358,South America,Rep_43,10,20.08,0.05,Apple Pay,190.76,113.96,76.8,8,3,2021
INV-230533,2021-08-10 18:47:25.438077,Dumbbells Set,Sports,Customer_8202,South America,Rep_86,11,126.24,0.0,Apple Pay,1388.64,723.46,665.18,8,3,2021
INV-215911,2021-08-10 18:47:25.438077,Blender,Home & Garden,Customer_9837,North America,Rep_21,4,98.47,0.0,Debit Card,393.88,206.6,187.28,8,3,2021
INV-203384,2021-08-10 18:47:25.438077,Smartphone,Electronics,Customer_3852,Oceania,Rep_10,8,721.12,0.0,Bank Transfer,5768.96,3263.42,2505.54,8,3,2021
INV-206286,2021-08-10 18:47:25.438077,Puzzle,Toys,Customer_8014,Europe,Rep_73,6,21.15,0.0,PayPal,126.9,78.38,48.52,8,3,2021
INV-216688,2021-08-10 18:47:25.438077,Headphones,Electronics,Customer_7168,Asia,Rep_47,6,293.76,0.0,Debit Card,1762.56,1014.96,747.6,8,3,2021
INV-204767,2021-08-10 18:47:25.438077,Coffee Maker,Home & Garden,Customer_6936,Asia,Rep_52,12,136.99,0.0,PayPal,1643.88,1130.66,513.22,8,3,2021
INV-230999,2021-08-10 18:47:25.438077,Dumbbells Set,Sports,Customer_5880,Asia,Rep_87,12,92.72,0.1,Apple Pay,1001.38,642.72,358.66,8,3,2021
INV-232948,2021-08-10 18:47:25.438077,Sneakers,Clothing,Customer_8743,Europe,Rep_75,10,109.92,0.2,Apple Pay,879.36,571.06,308.3,8,3,2021
INV-242353,2021-08-10 18:47:25.438077,Coffee Maker,Home & Garden,Customer_6831,South America,Rep_12,14,161.15,0.0,Credit Card,2256.1,1504.12,751.98,8,3,2021
INV-234673,2021-08-10 18:47:25.438077,Dumbbells Set,Sports,Customer_4168,Oceania,Rep_58,11,140.96,0.05,Debit Card,1473.03,850.76,622.27,8,3,2021
INV-206728,2021-08-10 18:47:25.438077,Yoga Mat,Sports,Customer_3694,Oceania,Rep_87,5,22.42,0.0,Debit Card,112.1,57.77,54.33,8,3,2021
INV-236769,2021-08-10 18:47:25.438077,Smartwatch,Electronics,Customer_9585,Oceania,Rep_48,3,294.47,0.1,Credit Card,795.07,577.51,217.56,8,3,2021
INV-218461,2021-08-10 18:47:25.438077,Yoga Mat,Sports,Customer_2545,Asia,Rep_30,5,34.41,0.1,Debit Card,154.84,90.35,64.49,8,3,2021
INV-208955,2021-08-10 18:47:25.438077,Winter Jacket,Clothing,Customer_1819,North America,Rep_90,6,172.76,0.05,Debit Card,984.73,724.87,259.86,8,3,2021
INV-227419,2021-08-10 18:47:25.438077,Running Shoes,Sports,Customer_6344,Oceania,Rep_79,12,83.55,0.05,Apple Pay,952.47,530.79,421.68,8,3,2021
INV-214024,2021-08-10 18:47:25.438077,RC Car,Toys,Customer_5958,North America,Rep_32,7,75.28,0.1,Debit Card,474.26,325.52,148.74,8,3,2021
INV-205331,2021-08-10 18:47:25.438077,Vacuum Cleaner,Home & Garden,Customer_8124,North America,Rep_77,4,192.12,0.0,PayPal,768.48,452.05,316.43,8,3,2021
INV-213694,2021-08-10 18:47:25.438077,RC Car,Toys,Customer_1616,South America,Rep_79,12,56.09,0.0,PayPal,673.08,340.71,332.37,8,3,2021
INV-226611,2021-08-10 18:47:25.438077,Sneakers,Clothing,Customer_6026,Asia,Rep_91,6,131.76,0.0,PayPal,790.56,511.95,278.61,8,3,2021
INV-236466,2021-08-10 18:47:25.438077,Desk Lamp,Home & Garden,Customer_5541,North America,Rep_20,13,45.32,0.0,Debit Card,589.16,338.8,250.36,8,3,2021
INV-230592,2021-08-10 18:47:25.438077,Jeans,Clothing,Customer_3052,Asia,Rep_59,1,42.1,0.05,Bank Transfer,39.99,25.58,14.41,8,3,2021
INV-235177,2021-08-11 18:47:25.438077,Tennis Racket,Sports,Customer_9103,South America,Rep_83,3,191.26,0.2,PayPal,459.02,319.29,139.73,8,3,2021
INV-206466,2021-08-11 18:47:25.438077,Sneakers,Clothing,Customer_6325,Asia,Rep_17,14,113.87,0.0,Bank Transfer,1594.18,847.1,747.08,8,3,2021
INV-232939,2021-08-11 18:47:25.438077,Bed Sheets,Home & Garden,Customer_3719,Europe,Rep_79,1,32.04,0.05,Apple Pay,30.44,16.69,13.75,8,3,2021
INV-202620,2021-08-11 18:47:25.438077,Jeans,Clothing,Customer_5217,Europe,Rep_40,12,83.74,0.1,Debit Card,904.39,596.41,307.98,8,3,2021
INV-232353,2021-08-11 18:47:25.438077,Running Shoes,Sports,Customer_2149,Oceania,Rep_62,14,84.28,0.05,PayPal,1120.92,675.88,445.04,8,3,2021
INV-212636,2021-08-11 18:47:25.438077,Smartphone,Electronics,Customer_2019,Oceania,Rep_92,12,661.8,0.1,Debit Card,7147.44,5185.99,1961.45,8,3,2021
INV-211480,2021-08-11 18:47:25.438077,Coffee Maker,Home & Garden,Customer_3375,Oceania,Rep_72,6,57.77,0.15,Apple Pay,294.63,219.77,74.86,8,3,2021
INV-204165,2021-08-11 18:47:25.438077,Tennis Racket,Sports,Customer_4672,South America,Rep_49,12,158.91,0.1,Credit Card,1716.23,1070.0,646.23,8,3,2021
INV-226160,2021-08-11 18:47:25.438077,T-Shirt,Clothing,Customer_6528,Oceania,Rep_92,2,21.74,0.1,Credit Card,39.13,24.81,14.32,8,3,2021
INV-241779,2021-08-11 18:47:25.438077,Vacuum Cleaner,Home & Garden,Customer_1651,Asia,Rep_66,5,292.26,0.0,Bank Transfer,1461.3,775.19,686.11,8,3,2021
INV-237282,2021-08-11 18:47:25.438077,Running Shoes,Sports,Customer_7775,Asia,Rep_73,3,97.11,0.05,Bank Transfer,276.76,189.31,87.45,8,3,2021
INV-226385,2021-08-11 18:47:25.438077,Sweater,Clothing,Customer_3234,Oceania,Rep_16,2,30.91,0.0,Credit Card,61.82,33.06,28.76,8,3,2021
INV-228155,2021-08-11 18:47:25.438077,Dumbbells Set,Sports,Customer_9447,Europe,Rep_36,11,101.9,0.05,Apple Pay,1064.86,744.22,320.64,8,3,2021
INV-248050,2021-08-11 18:47:25.438077,Puzzle,Toys,Customer_1613,South America,Rep_50,3,23.5,0.05,Debit Card,66.97,48.27,18.7,8,3,2021
INV-206039,2021-08-11 18:47:25.438077,Desk Lamp,Home & Garden,Customer_8170,Asia,Rep_49,8,35.73,0.05,PayPal,271.55,188.62,82.93,8,3,2021
INV-232797,2021-08-11 18:47:25.438077,Headphones,Electronics,Customer_8893,Oceania,Rep_59,10,112.44,0.0,PayPal,1124.4,683.71,440.69,8,3,2021
INV-247188,2021-08-11 18:47:25.438077,T-Shirt,Clothing,Customer_7888,Asia,Rep_33,2,27.6,0.05,Bank Transfer,52.44,30.83,21.61,8,3,2021
INV-244003,2021-08-11 18:47:25.438077,Lego Set,Toys,Customer_6166,North America,Rep_89,10,103.38,0.0,Apple Pay,1033.8,591.65,442.15,8,3,2021
INV-218017,2021-08-11 18:47:25.438077,Desk Lamp,Home & Garden,Customer_5318,North America,Rep_13,5,49.69,0.0,Debit Card,248.45,168.82,79.63,8,3,2021
INV-203521,2021-08-11 18:47:25.438077,Desk Lamp,Home & Garden,Customer_8814,Asia,Rep_79,6,56.32,0.1,PayPal,304.13,188.56,115.57,8,3,2021
INV-202103,2021-08-11 18:47:25.438077,Tablet,Electronics,Customer_3239,North America,Rep_38,13,619.1,0.05,Credit Card,7645.88,5015.08,2630.8,8,3,2021
INV-238558,2021-08-11 18:47:25.438077,Tennis Racket,Sports,Customer_7978,South America,Rep_44,11,60.54,0.0,Credit Card,665.94,345.26,320.68,8,3,2021
INV-246222,2021-08-11 18:47:25.438077,Board Game,Toys,Customer_9402,Europe,Rep_41,3,37.73,0.15,Credit Card,96.21,67.39,28.82,8,3,2021
INV-216649,2021-08-11 18:47:25.438077,Vacuum Cleaner,Home & Garden,Customer_6127,Europe,Rep_32,14,175.04,0.15,Bank Transfer,2082.98,1500.21,582.77,8,3,2021
INV-218528,2021-08-12 18:47:25.438077,T-Shirt,Clothing,Customer_8735,Asia,Rep_92,2,28.95,0.1,Debit Card,52.11,30.5,21.61,8,3,2021
INV-232578,2021-08-12 18:47:25.438077,Football,Sports,Customer_9940,North America,Rep_90,4,19.09,0.0,Debit Card,76.36,47.53,28.83,8,3,2021
INV-217926,2021-08-12 18:47:25.438077,Lego Set,Toys,Customer_9648,North America,Rep_77,14,108.57,0.0,Bank Transfer,1519.98,867.38,652.6,8,3,2021
INV-222082,2021-08-12 18:47:25.438077,Desk Lamp,Home & Garden,Customer_7118,Europe,Rep_18,4,54.94,0.15,Credit Card,186.8,138.28,48.52,8,3,2021
INV-214892,2021-08-12 18:47:25.438077,Vacuum Cleaner,Home & Garden,Customer_5899,Oceania,Rep_19,4,291.24,0.2,Apple Pay,931.97,596.89,335.08,8,3,2021
INV-220308,2021-08-12 18:47:25.438077,Winter Jacket,Clothing,Customer_5134,North America,Rep_83,6,169.46,0.05,Bank Transfer,965.92,589.22,376.7,8,3,2021
INV-239084,2021-08-12 18:47:25.438077,Laptop,Electronics,Customer_2200,South America,Rep_44,3,1405.64,0.05,Apple Pay,4006.07,2576.81,1429.26,8,3,2021
INV-205314,2021-08-12 18:47:25.438077,Action Figure,Toys,Customer_8010,South America,Rep_42,4,28.37,0.0,Bank Transfer,113.48,59.3,54.18,8,3,2021
INV-216972,2021-08-12 18:47:25.438077,Blender,Home & Garden,Customer_7434,Europe,Rep_22,7,88.82,0.1,Debit Card,559.57,354.34,205.23,8,3,2021
INV-207854,2021-08-12 18:47:25.438077,Headphones,Electronics,Customer_6354,Asia,Rep_10,1,123.19,0.05,Credit Card,117.03,62.78,54.25,8,3,2021
INV-230273,2021-08-12 18:47:25.438077,Running Shoes,Sports,Customer_9416,Europe,Rep_94,8,92.84,0.05,Bank Transfer,705.58,423.45,282.13,8,3,2021
INV-239112,2021-08-12 18:47:25.438077,Yoga Mat,Sports,Customer_5088,Oceania,Rep_13,7,39.39,0.1,PayPal,248.16,141.2,106.96,8,3,2021
INV-236435,2021-08-12 18:47:25.438077,RC Car,Toys,Customer_6308,South America,Rep_44,11,42.94,0.0,Credit Card,472.34,293.23,179.11,8,3,2021
INV-217666,2021-08-12 18:47:25.438077,Board Game,Toys,Customer_7043,North America,Rep_73,8,51.85,0.0,Credit Card,414.8,263.9,150.9,8,3,2021
INV-216168,2021-08-12 18:47:25.438077,T-Shirt,Clothing,Customer_8699,Asia,Rep_96,13,23.13,0.1,Debit Card,270.62,190.33,80.29,8,3,2021
INV-245619,2021-08-12 18:47:25.438077,Tablet,Electronics,Customer_5581,Oceania,Rep_48,9,646.34,0.0,Bank Transfer,5817.06,3387.69,2429.37,8,3,2021
INV-233030,2021-08-12 18:47:25.438077,Dumbbells Set,Sports,Customer_8634,Europe,Rep_87,9,110.68,0.0,Bank Transfer,996.12,622.88,373.24,8,3,2021
INV-214359,2021-08-12 18:47:25.438077,T-Shirt,Clothing,Customer_8384,Oceania,Rep_72,5,23.6,0.15,Bank Transfer,100.3,66.16,34.14,8,3,2021
INV-231794,2021-08-12 18:47:25.438077,Vacuum Cleaner,Home & Garden,Customer_6762,South America,Rep_34,4,300.61,0.1,Credit Card,1082.2,719.01,363.19,8,3,2021
INV-220628,2021-08-12 18:47:25.438077,Tennis Racket,Sports,Customer_5571,Oceania,Rep_12,9,83.7,0.05,Apple Pay,715.64,478.9,236.74,8,3,2021
